address,is_ponzi,transactions_generated
1CCAY1z6Hqq52E1UcWe3bd9WioSJYJKoD2,0,1
13a3ir2AkXqVa6SNFu3fUCddvcH17sMwEu,0,1
1FnhnhZxukuvhCUdrLoCydh7c2hweS9vqU,0,1
12ZgoTPpWoL4fZiGA6LTpb77NcBAF5p842,0,1
1DtfkVjwaGzav1c4ZMCYfpexPif9JL9WZD,0,1
196BxEHT6MbWxbew3124St4SsBrxHmY7j1,0,1
1Ea6jwAVDgUohKHXcMFE3sRWYmDPzfVR4a,0,1
18oHtAN5KMGm32A2EoSiybk81oHZLZXeBj,0,1
1Cbr8Kt8bznR3WjunfQ5Z5RyRGT63ou3Ay,0,1
1162sA45pNhWE5rDdaiDqoxDhCNyG3SRzG,0,1
151oXRuzhw8K3dQaXCCXbLZ6gCTKPxus8t,0,1
16VHtRfxx8k7CqC6bnXNZhMbmgwsad9D1a,0,1
1Ff7AUN7bQkqfSjLaMLi54tWLnWTqvrhwA,0,1
1AjM7fvtZz7Si2rEjPLfdD7461p5hGzn1H,0,1
18fzBQCSS3bfwct9PRNb15B1QP5QZpER6H,0,1
15byuD7pWL6vboxLDQ9RXFf1533ZpHNBNG,0,1
1H1HPtjtffaQBz9UsGh3M53f4AyWGhe2eT,0,1
1EZBPJnbPF15UKoeL9erYiLVeDxBpbMHx5,0,1
1F4XpKERxn426KquCavNmcRxokz6gaaxQK,0,1
1GDN7PKf7t427dcPU7mXZjPzresga3MHpA,0,1
1HMus71jpU8PGgcSStdoJ9PPsBACayHNQT,0,1
1336jWAbiXnuLGpWeYdavMLKFTzrBa4vny,0,1
1CT72AtXDs4y6ikE13FUBCSkbZhjxuYapU,0,1
1Hbdkf5BqsBPjBnjmdCTLiyngZuXeVxo89,0,1
1GeHMwBRdMgQYeq43qCLNSdfHdkNssBon,0,1
1iKoLd3bUrXtsh8tkTRYpW8mwJMRa973J,0,1
1GhpPWuoYFk6tyB7oEe94QssgU6D9sWyVd,0,1
1BubynasDadHrs6eSuNuVgi3w1JQzD3oZT,0,1
18mbgyvSWozA1k7aE7XBGus4w73xs2yTqs,0,1
1PfSnNKTdKVCb4n4NLJLUN7Fip79KvotZW,0,1
16FuTPaeRSPVxxCnwQmdyx2PQWxX6HWzhQ,0,1
1JGnq6TqWybkoHZJ93nUiQQAEGJ5rucAeJ,0,1
19oZVzd3b6ptxbBncTusRkq6VMivXNqCsS,0,1
16FDvRGtRdQRsumspAY1mg6gqDQZZTtr84,0,1
1EhnSN7Lw8zaKyps7CoWLK99Jqpnj6PU89,0,1
1Am2dJwMxKMcooRUZzADq1yxR46SATTymD,0,1
1CEQRKxXCEuWL7M9oDdCstGrrw7L6v4PdQ,0,1
1AzCNpvKbap3oTcdu7xPiDKYrqWPnKdcKa,0,1
1PBBJoaYQUBhfhcrcrNy12dzs4Nw7U4ofz,0,1
1JXt6mcQKLk5CWmLrwW3hkE7tiJc4sg4AW,0,1
1HZYXDYDqyiaJBMveo6G9QGbYXuv8RRjv6,0,1
18YZ8QyGKRQP8PqLsi5uanMRoLF94qoa2S,0,1
16ZVzsqxwHCq16WzTKJmpmuYh3ic6WiWkv,0,1
16AdU9fjvb5EEFbam8ae2eGseTdCUxd7pm,0,1
17C1JdyuQ6ykQ3AJYsBYNtc92pnggD1ixZ,0,1
1JuiqMVyDVovkqsGaYkGJuJUQuPQm6YxUs,0,1
1LzEkJqdpKkzez7V2GaPy5vLpaXefxgbNT,0,1
1DdmdgYrgYYSTHqRw2PB75xH5UwgAKh8d4,0,1
13uHRaBHWpjxnYMSkKVJ3Xc1FtZ8bnKv4k,0,1
1FjP7keMq8vgyi2b7pDeAH4RRJhMCJvbUi,0,1
1Q8xSPMU5BVRLsESVhPzYeV1PReE7gFYhp,0,1
1CydT7ejjrzELkprjJp6pCZrcN27WuoFdF,0,1
1DNz7FcUbs6W9kZqkdevCZdokCJAgQicqv,0,1
1D1ZMYEq8RFs5Dd7E2xM6i9N3n33sUxsNS,0,1
18QwMsfAaWcsZTq8yWRBU7c2YhekzrRq7S,0,1
1QBEiWBG8a356f2r6XyD258PW4EirP2PDF,0,1
1MUNRzU8VF1NSdM39uP9SBY5bVWazNwyYq,0,1
1DZAZEgdXi3mwDnY6DSoHV5K4t7ZhG6Avg,0,1
1CzyzLwtm3iQhYwH4CWNHNbT3XJtJ6Bd2J,0,1
12PM1HPPuYEVreH3HuNLhs3vG8fExFJ6uK,0,1
1AZch9RgNZJZTVBJSd8Q8bbWSTKAbdQQ2f,0,1
1CkMWHRY1PqEHw36HzTC4GF9ABZZNYsWeD,0,1
1AJRz6Cw7PuMMUR2j62T3vu82bo18oYWy3,0,1
1GLi3UotDDcgMJBzZ1gX7gtEsdfQbta16o,0,1
15or3iC3YZqhSRXNoQrp2ePbFccdDE2fRB,0,1
1PPrSSDg8eswL2VsaHZiHWurLj7Xi15a1c,0,1
1FPG3vjdg5bmZMeUorMGmwAouL9cxQqdaP,0,1
1EBPBQpoZtHK1g6HYDhK7YU3Npfs7r9cW3,0,1
1MSGtq44fDH6z6Asy5PGpEUZcnVf4PW48y,0,1
13PKp5X9Po1v33tccyMHqh5Kkevnhddjrz,0,1
1EQNXgatjKfiih9LsHMNwYQFc6tNVbtCNn,0,1
15w27GaUxP8Rru94z21JsVfFWhBFSh1uvT,0,1
1LofcagFrDmkFYtwAHhppVWPANdL2Yk36T,0,1
19RUqHfp1CnXQzch1D4VXsewLKybt9EhE2,0,1
12ypPcj6C7ocTYji3tRKnLVLSfiVN9hqMk,0,1
1Fw5fLzSBDgUxRuGaQKLddJrrhkxGfXFpn,0,1
13FM5oGXozSwNdVKZjm3HVrj1qtD5Yv745,0,1
1J58mJj5wnjyhhmdFdVew9amSvzwkVh5dV,0,1
1Kc2y5rwMU8nHXXpNJmrAcsxJsA4ZQi8wN,0,1
1GAbPbGg1qQCkGrehVxAKNteaGJEU7rb99,0,1
1EQBPjn9w5WvEbbbBQKUjtxHxnTMaUSMuc,0,1
166vasb9tjzvtatViByD8yqZzH1PYgBHnQ,0,1
1BDJw7twEKFi79T3rT2GfQQgtDexJKRWAa,0,1
1Jr2vEeNjVk2aGxvDbnEhSyzt3aAxjhtqJ,0,1
12xm2jMihYMZ2hjJrPY6JWxKArmkRf3BfP,0,1
1DtrJAoR32iZWasSeQNqLNuNEjfvxXFtW8,0,1
1KYAWwyMgBE2ZANNFmc8ND7dnZTW9ypD39,0,1
19ZJ6XS361VwTzwA3v9K6BtrZMwVjgeWyG,0,1
15rkMjsuJsq7ZTr4rEbYdkMF39iCXTeqcW,0,1
19BQbehg3TwZ5vfAvC3AgkWiTuFiEU4qQT,0,1
1JUJiyTPucL2TszCamwYNJ8Tqeb45XJ4Sa,0,1
19Fm7awgnt44vhUda1hTpEaJT8wMCMgv7f,0,1
14YXxmSNDoGvw2W97Q1tjh8LR71tKSSSiK,0,1
13dGz7Go3CSRYoyEAiaYf18F1njU66BT2P,0,1
1QAY8nPSj1TnYNhaGZp7fqrGtEo3ShsbkJ,0,1
1G9dKTaEWbYEcX4Vhr88FxExpKvaC2PY7x,0,1
1NbfMhgtmL7LhiVG7knjZb6SgNf9jswhLp,0,1
19QDGMRKdZ9BpDZP2Re6yaDqNQ7zN4wo1D,0,1
18gPHvrg3kNW2h2tXLezXJaWX3MvUVhk7a,0,1
1Af4zjVxQa2df5XyyybW7Pc6R16iYUoC6f,0,1
19DAVPvo4W7uRjakbAYZUe8JHZgnfMjbt2,0,1
1Pe7wWfFQBNoV1zt8FJkJJLCCYgecMq334,0,1
1DzwaVng5XYCwLcYZPf5W6WwsgfqiqKDgT,0,1
19s9PXuJALfiME3H7wCmUGoixYE21LcE4f,0,1
13uGdNTViekUMeZjbY7bmoun5wRZ3ayWbv,0,1
1826QBZ5kUoDzZLVm1H5AxBzeG1wq7FZm6,0,1
132u7iyRX3hGYdkE7MHG5iFU3YfjTJspEK,0,1
12eQjLAXmkVV3BbZf95yd9Njb3PrKQdrRw,0,1
1LgTGtnQX3NBSQ6BgZ4XvGBwi3xMMz2k9d,0,1
1PEw5kHBEW571yJFVKZhhi4NkePs15LvHm,0,1
1LEX3tc4xy2eBHJ38UkDyoZsfqiVGsREP5,0,1
1HRMrWNmN7DBCUKTJr8E7UnxzDXnKuxGbX,0,1
1Hd2PmAw9NnENpxfm3zYG1cUvGb7Wn4NX,0,1
1LV938C85zzMKvuUKBWx5RVCE4Juz8mv5,0,1
1B6NcSdspxv9shwFBrcjo1Yh24VAb8mcbm,0,1
1CcAVRaWAHzE7cStw3W26TgeusZhUnSFGt,0,1
196ySZkQhN6uxffq1r3XSdAZfKPMykRb7a,0,1
1PjdGJT3rzNYhkW9fSfckShHkm8GEoEMwt,0,1
14NhJnfejNWcx8Qqj3JZWFG8diNm5FADYs,0,1
1ZkvEgT42BwUnQxbFGKfFrXsRSAeXHSPY,0,1
14wyPPnKMwXcPPj8FmzgNT4GPq6ZoDeHKr,0,1
1NqEVAkrxnL7hqWqrw3rf9JLFvmRsee1xU,0,1
1744YYjQaNSeUFCz2dtfYQLs2XYPQhZwRG,0,1
12sXrPz1ASHLY2JtjPCht3meF8WtknFcWZ,0,1
17fbDihR1CX1y8XtpPMW6ABjqAQ1s6fVKV,0,1
1DVMKQVvN52DgjBwxsaMhpRwJWwqKDwpAc,0,1
127U2BTVQ23td2Fh5dnmdAo6HTXQ3qbNcP,0,1
14BvspidPdHZKFMFi4keRz7cDkrMFz6Sua,0,1
12bCunvH78WFxTHqZJVHaudMCyuVDhyD1u,0,1
1DK8nSLKQcL5ysLfBZWKAPo8WscXhCFjWX,0,1
132dfd1tstSW5LrjuXAxiFxeMUZt9xdd5a,0,1
1FNTpsLm8Mitdd99YC1tHSyN2dVMdQiWYo,0,1
1ENy1MXcKUmKEa5uby3nUazbJF5Vf21WLk,0,1
1NRPAFzzic9Hn8YvjgyRDjza9XLjp9FrNF,0,1
1DFzRod3w9y65q85b4kBsgfMZHcaAsiWy6,0,1
14akcjc9r7RT1qivvQFULc2QmwCugUNxth,0,1
17bStuGbR5F6hauktt1N2BPCcZz4za9PmS,0,1
14bswYju5LLcfJGcmxdH6S27fFHjqTpsR7,0,1
1mf3f997fAfHamKtLLMRdhcPTWND22Vs7,0,1
1PJAFeszLofD9eUeND7ywhqyE8tw2g47rw,0,1
15hpZLPY3zaRmYfXp71icuF3iFcMi1LpWP,0,1
13xoym2Aov6H5SDDkvxc4a5YNd8ffQZDiM,0,1
15nT6CRdwedDuqrt8RALWUuZBA4QhpMG8f,0,1
1PR753WUNAXEDgGFpD1anJAYvoC51cTNjS,0,1
1BstEGUM4cS2TsVMcf9wwBr9Ghx3EcT1Jt,0,1
1A5N6878e6LkT5E852qyPgpfKdKYRH4wuZ,0,1
1MUSST2mq8KjQFR2QC9sNfAj5AJkStf6SN,0,1
1PacXnK3yC7GbEYNGUGxwuzBy83jfcnYzo,0,1
1DYMsJV3pckiVSJjRJ3kkD6N8eshTU8ans,0,1
1Jk1VFdYqyngUZrEkKkUhsXuFfqYNj5Rzx,0,1
1Dg8M99LkreKTcG4QF8H3ySnyT721ZrL6Y,0,1
17s2rRdcVDHHfDvUc3ukbJNqCtWeFYEhT3,0,1
1obk6ozdpiktqmREj8hHHx1xJ94cVF2gg,0,1
1KdpKxCdUbCJWZjQveaw3r9h4cNZS2E7Jv,0,1
16jn8KUQf9YWzCnUuwA3gw6VgKf8svybPZ,0,1
1K9YPNam564ZFtwUziNCfnyeZZVLL6PXXh,0,1
1KzxnMWo8RT7xguaLfqyHoS3AS3rp25PqV,0,1
13zvAh3djJBHse1ifizwtCti9C4hynVxfe,0,1
1NssVrXDNEuEhKBZFVSdKRXxLUDNEMQCGz,0,1
1NLBH5uQaNcqfCmXNp5xY7HLpQHWWv3dMk,0,1
1KRuDKF9kbttwTmecjp74e9pwAUKjvtBUx,0,1
1AeZ1yqnEXeEtAS7BdvPztjWfyiuCJ9WmX,0,1
1GVwY5HCpdLRZZURR3ehyMgL7FJSWTaz8C,0,1
1Dke3WCzGJBfLis14eYY6pqj6zJHZKsu5X,0,1
1DQbfjuFMfGbDpfBpboaqygVpeUqNLKhx2,0,1
15KnvtsJP88EkqpSYWTx3uCjwMQ9P8a3tH,0,1
1EkgnypYd3JnnUsAC5Wv6jj99gzveNYMNB,0,1
1EUtK1YfEkAs9g3KpTeDdWtRBncVoWTNVy,0,1
1P3FAMS8PsyvC4PaKXzCm6iYqwzGdXooKX,0,1
1PwTgMoGDAzytfJFZvNzEzMeAAk7PhVT3e,0,1
1LVYAk2cDNHJdxYqPyEbQBDCzem6aD3Z6H,0,1
157kHSkGfguMaPCndEu3omAHuEfFQw1AHL,0,1
17SXQUfDKigyyP6rPN97A1tiSNQ5vWQVo9,0,1
1ZTABNhD2bYDvFskVZGjwLrbEt8oZpy8g,0,1
14cTGSeQdmBPVvFqNBdLC8Y854XqvuFMjf,0,1
1KcXtfstnErv6xyS3kLYwLsAdYweinme8z,0,1
1Dtt1Ds2bLeryEZF6vXzVaGymH28PhyoYX,0,1
1DBqvqfLQV92yHJb43EatSDejJXM66JoeX,0,1
19CmGWG65LYHnD3i55psmYWvpcvdhbfDBm,0,1
1MYeCVe9Z451WV4co5waVzZMFHugxqmKRe,0,1
13wca6HwXpDivPYKxaNtkHASiM9Tqn2yKW,0,1
18RQsiDP5U3y2tLF8W7T6sJyAHjUnpHb23,0,1
1FXCXvaFkrizXA1ZR2U9vQhue9922MduNB,0,1
17RhPB82C4cCVeai6hUH1N5TLxE6wHQVaD,0,1
1MbYeWeJfmrRHRpjT77pRGgroFJPfpN9Y,0,1
1Mzwnm7ajVaQyKkpeFXvSHP9z9rFbeJuv7,0,1
1EZwQSmKSBtcJJNN5cjfBGoXYSj5GtUxiE,0,1
19WzrnZpaRL77cQn8c2kGUEuKM5vwbDHLi,0,1
1EWqJkoaeu1PWyuVoRKMR7wp75cmqYVe8,0,1
1D7SSKdoD2vinxz7XV1HS7rLcdeCcA8BBC,0,1
1662cgefvUN99GhimJuBQS1wi3z3VJ9udL,0,1
1PjS1ytV79E4LASAnd1KUr7Wt7HYxVY6g7,0,1
13UounnD2uD16z1N4G97mD9diNkfdxmGcf,0,1
1GdxNJuADuTBPL81VnExHCJSpAmoehX8Pz,0,1
1BQcZmFdJNiuGcDQPrvc4H774nf325kyXa,0,1
18wTioWUVHqcysR5HDoK8Rx4GyqUejhYcz,0,1
18TKNbSLTrd3a2W8mtoH5uNzFhWRWNcuHU,0,1
143YhfeMh1rXVBFhJGdMgo9U7PKbbAMkfy,0,1
1SiojFSTRrYRc9FwCDHbigxr5aDZDxuYE,0,1
1L4efbBXRGcmkUTLe7tAz8Th9b8yn3uMc2,0,1
1LoHaJgF4hAKMLgyz7zqjeJQ1NR8SrKRGC,0,1
1CdrbxGpX5uC26z51rg1UYxboGgQz7UBPe,0,1
1FTubD4NuLQp3rrGUBZJPdDxroVkDhUUyC,0,1
13UKWvFmJNfRESELoo6smKsuoEJYhMAkFt,0,1
13sdkG1jFubL6XVHWqYLUYkPisHNXsyMLi,0,1
1PYyqpC1eHdxzciRn2PyQpMYetNxzYwghn,0,1
13ignD31FysQbaBBVJUzffcQoFxxEuEcbE,0,1
1MfsgefQZtad9ivzAiSWJUhJ1WBngG5eEJ,0,1
1J2qbib4wSZ6Rnb9XqMuwyN2j6XM9jCKyn,0,1
1CMRft7Qxj8tceN6nBdLzYpeoziRv89kvy,0,1
17M2NkpVC8ERHwyTQcwfDxh53J1tD6HpAZ,0,1
1GVmhYq9M17qRtiC2N46cpB2WrchM1geeS,0,1
14dVLPCPoZnscqrBHuFrK4VqnuRDYiyz13,0,1
18KvJ1NUa2Y94fAEdzbB1PMaMQCX3khAMq,0,1
1MFG3TkydddRrsxqFKEjRbU4XH3QBKqBtz,0,1
1Dj1SocbbH9Lbb9aTdqSHB9AAjhdxNNZha,0,1
16GXWF92k7C85AsMwHUEyqVhuPGWP3C6XS,0,1
1EoBGvjdrSPEkuPy2E35k515N6KWwJYr7q,0,1
19fXnE7DeKfqJ1HNPtgkML3uCUMt99TTcB,0,1
1NV6nxguYLr18NhtGzkNokZpiB5rXHn24t,0,1
1DpNPLpQmvfCUzJuGQsfssj3NjyKaB5sJi,0,1
1Eooewky7ruwnh6fiGTZv4kbf3QwheKP2V,0,1
1CJBrsmjCpJzfLrm2VNCbfXxmXtmpDxpQU,0,1
1KqLRFkmKQmA8R9gXCALZLxznNFfQTZvqt,0,1
13KKv3ywwJ5WYovLgiCAaqpCVuMDEF6oxo,0,1
1Ebekbb8BZux3WtSHuLTW4jBjjmb9UkRkY,0,1
1NS4XTgeoUPnJ1hFJRzrsDYouHCZ16idB7,0,1
12BWopaUPxS9hrNpuoydwv7zAFqhJou5hg,0,1
1HAKDZ3EJoMNA5FuyjqngkxakoJzEPja1G,0,1
1D6YB2som5i4D4LxHsXc13XEpZm9Vvfbnw,0,1
14wM87S6VPM1QmAKy5xpkSYB1gAVFJNXfk,0,1
1945qfobZxdnmVJ6qBd4FgcVcWBhDXKiTV,0,1
1BGFK4uWrYzdLBZai4UknUDboVnmzusaeX,0,1
1Pzc2TLHLkg6kbJ8TRc9aMFpHfWtQndRuW,0,1
14QzMUZ1EAKQEQFau9d4YSKuXgMVLKHCUL,0,1
19nS5gMgbtQVH5VWyRQ1wWHPwqzu7NCMaB,0,1
19eca4abAYxxXrorWuc5mesN8WLVim5b4j,0,1
19YdAVBeuHVestA8jN2MFvVDXfyh82WJQH,0,1
19Vu6obtQrUMbYt9ZTSLSnxMHY5od4DVeG,0,1
14FXT5xMWjkQaKwwfYWmHkAVaPSpEKNEae,0,1
1ByXyUFbrvvpJN4YRyfG3r4PBZ5otpV2qN,0,1
17y9dtQwiT8oTFB7pKEtq6dEZSqdKvNqTb,0,1
1DDHpEpbp361zJUiGw4efZYEetbHjRncpk,0,1
16aZs8kFCMy73bZ3qnzxZNSKt6A4qWJS3E,0,1
1Ed1mrqE9jGwccGibSpgJs5RLGrmMtaefD,0,1
1BSGbFq4G8r3uckpdeQMhP55ScCJwbvNnG,0,1
17feRqsSLouJxLUW5E7nsn7u3uRV3sudGc,0,1
12MgRXkiiNxyrMRTapzp7NYPsit99ZSTSz,0,1
1JVkRzAosyDu4ujTy8VSHR6NSctjDGM6UR,0,1
1YBd96LtTxdD6SX54VYsPrUo7DiLyHbbv,0,1
1P38raCcjSxpn6w2v1VuM3Qe9v2Hkme5PG,0,1
1eU56f3ZAjhJGcRVtqcVfVYMLyP7BXsgP,0,1
16jk65wQGY46TUK4zdQN5BcsUPzjAxoV1r,0,1
1HwC9CNY2WqijcS1wqUmffh9feUdst5P1X,0,1
1HFiYiTvXUY9CmkU5U5kVUZ8aPTV2khhMq,0,1
14jtSZM2Hyrkvj1YDFG5dmmmartFxS2qDq,0,1
1DJq4SAcbEvAEPuQEVSkaMgHqwR89nVWaj,0,1
12uayPKkQ8ZifPP7vHGvojNTGJ3Me2redk,0,1
18jbcRQDU9QtS4xcqYbcUrRgzuPReHjA2f,0,1
1MW1gV156VDxhBKKiXRukuEH2dj4ACm3Rk,0,1
15FrMqEv2xqTxFtK7dYh461BRsGtYtTJKe,0,1
1GyVqbDMd2kzyEQCByBAeHXY6v76GdptK6,0,1
1GRTR9QkN3pStKH48Q1MFvXarRBBHzMt4P,0,1
129ZQG33GmqYRVSCw2hw7zmDUCvvMsuGbC,0,1
1FgfPYMU8yp8dT7xhuFcCHkjShvve2Y95z,0,1
1AnDpiSvcUKejhENUFuigRCZC97cir4uwn,0,1
